Transaction ID,Day,Month,Year,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model
844,6,6,2022,Monday,Vivo,5,54949.47,Navin Pathak,49,Ranchi,UPI,4,Vivo Y51
845,6,6,2022,Monday,Vivo,9,29726.46,Tanuja Goyal,25,Delhi,UPI,5,Vivo V20
846,7,6,2022,Tuesday,Vivo,7,46651.61,Tanuja Bhatnagar,56,Delhi,Cash,3,Vivo V20
847,7,6,2022,Tuesday,Samsung,7,62275.88,Monika Srivastava,38,Rajkot,UPI,4,Galaxy S21
848,7,6,2022,Tuesday,OnePlus,6,10926.85,Priyanka Goyal,35,Kanpur,UPI,2,OnePlus 9
849,8,6,2022,Wednesday,OnePlus,2,36144.06,Harish Prasad,31,Mumbai,UPI,5,OnePlus 8T
850,8,6,2022,Wednesday,Apple,9,23456.41,Vinod Ahuja,32,Patna,Credit Card,4,iPhone 11
851,8,6,2022,Wednesday,Apple,6,33317.94,Tapan Gupta,59,Ludhiana,Cash,5,iPhone 11
852,8,6,2022,Wednesday,Apple,8,34959.38,Tapan Joshi,43,Lucknow,Debit Card,5,iPhone SE
853,9,6,2022,Thursday,Vivo,1,54800.26,Krishna Menon,49,Delhi,Cash,5,Vivo S1
854,9,6,2022,Thursday,OnePlus,5,15629.31,Pankaj Sheth,56,Mumbai,Cash,3,OnePlus 9
855,9,6,2022,Thursday,Vivo,1,40755.03,Anand Srivastava,45,Mumbai,Cash,5,Vivo Y51
856,10,6,2022,Friday,Samsung,8,43851.69,Rohan Dutta,56,Delhi,Debit Card,5,Galaxy S21
857,10,6,2022,Friday,Apple,8,39649.46,Pooja Kaur,49,Delhi,Debit Card,2,iPhone 11
858,10,6,2022,Friday,Vivo,1,53912.4,Yogesh Kulkarni,30,Kanpur,UPI,2,Vivo S1
859,11,6,2022,Saturday,Vivo,9,33027.48,Sachin Joshi,32,Ranchi,Credit Card,5,Vivo V20
860,11,6,2022,Saturday,Samsung,2,66698.02,Devendra Rao,35,Indore,UPI,2,Galaxy Note 20
861,11,6,2022,Saturday,Xiaomi,9,38908.21,Manoj Pathak,56,Ranchi,UPI,5,Mi 11
862,11,6,2022,Saturday,OnePlus,1,44272.83,Kunal Deshmukh,23,Gorakhpur,Debit Card,4,OnePlus 8T
863,12,6,2022,Sunday,Xiaomi,9,59531.85,Ayesha Ghosh,28,Ranchi,UPI,5,Redmi Note 10
864,12,6,2022,Sunday,Apple,4,26514.17,Rohan Mishra,49,Mumbai,UPI,4,iPhone SE
865,12,6,2022,Sunday,Vivo,9,14512.12,Sumit Alva,57,Ludhiana,Debit Card,2,Vivo Y51
866,13,6,2022,Monday,Samsung,7,52467.04,Anita Mehta,37,Mumbai,Cash,3,Galaxy S21
867,13,6,2022,Monday,Samsung,6,38980.71,Umesh Menon,50,Kolkata,Cash,3,Galaxy Note 20
868,13,6,2022,Monday,OnePlus,5,63790.26,Deepika Gupta,57,Indore,Debit Card,5,OnePlus 9
869,14,6,2022,Tuesday,Xiaomi,9,68960.8,Tanuja Dutta,25,Kolkata,Credit Card,5,Redmi 9
870,14,6,2022,Tuesday,OnePlus,2,33946.56,Sachin Rawat,52,Vadodara,UPI,2,OnePlus 8T
871,14,6,2022,Tuesday,Vivo,2,34926.34,Ayesha Kaur,22,Jodhpur,Cash,3,Vivo V20
872,15,6,2022,Wednesday,OnePlus,9,34477.76,Anjali Ahuja,52,Coimbatore,Debit Card,3,OnePlus 8T
873,15,6,2022,Wednesday,Samsung,3,29473.25,Isha Nair,31,Jodhpur,Credit Card,5,Galaxy S21
874,15,6,2022,Wednesday,Samsung,8,56901.23,Bhavana Kapoor,38,Lucknow,UPI,3,Galaxy A51
875,16,6,2022,Thursday,Apple,9,55539.75,Prashant Dutta,41,Bhopal,Debit Card,5,iPhone SE
876,16,6,2022,Thursday,Apple,8,38718.69,Anand Kaur,34,Rajkot,Debit Card,5,iPhone 12
877,16,6,2022,Thursday,Vivo,4,12679.67,Deepika Verma,35,Kanpur,Debit Card,3,Vivo S1
878,16,6,2022,Thursday,Xiaomi,1,28573.56,Kiran Rathod,51,Madurai,UPI,4,Mi 11
879,17,6,2022,Friday,OnePlus,4,27538.18,Meena Das,29,Mumbai,Cash,2,OnePlus Nord
880,17,6,2022,Friday,Vivo,9,58665.23,Pankaj Srivastava,33,Delhi,UPI,5,Vivo Y51
881,17,6,2022,Friday,Apple,2,15254.53,Sneha Rao,21,Ranchi,UPI,3,iPhone SE
882,18,6,2022,Saturday,OnePlus,3,58340.52,Nikhil Patel,42,Jodhpur,Cash,3,OnePlus Nord
883,18,6,2022,Saturday,Apple,8,50151.02,Lalita Siddiqui,51,Delhi,Debit Card,5,iPhone 11
884,18,6,2022,Saturday,OnePlus,6,53946.49,Radha Kulkarni,45,Delhi,Credit Card,4,OnePlus Nord
885,18,6,2022,Saturday,Xiaomi,8,35932.79,Meena Kumar,28,Vadodara,Credit Card,3,Mi 11
886,19,6,2022,Sunday,Vivo,7,50783.55,Vinod Chatterjee,30,Kolkata,Cash,5,Vivo Y51
887,19,6,2022,Sunday,OnePlus,5,46541.74,Priyanka Nambiar,48,Rajkot,Cash,2,OnePlus Nord
888,19,6,2022,Sunday,Samsung,9,56138.81,Reena Teja,42,Delhi,Debit Card,5,Galaxy A51
889,20,6,2022,Monday,Samsung,4,36806.19,Manoj Jain,56,Coimbatore,Credit Card,3,Galaxy Note 20
890,20,6,2022,Monday,OnePlus,6,38369.54,Ramesh Mishra,27,Delhi,Credit Card,2,OnePlus 9
891,20,6,2022,Monday,OnePlus,2,48614.57,Anita Srivastava,41,Kolkata,Debit Card,5,OnePlus Nord
892,21,6,2022,Tuesday,OnePlus,2,16484.65,Namita Sheth,18,Kolkata,Cash,5,OnePlus Nord
893,21,6,2022,Tuesday,Samsung,2,36174.67,Mala Chatterjee,42,Gorakhpur,Cash,5,Galaxy S21
894,21,6,2022,Tuesday,Samsung,7,68317.05,Sumit Joshi,45,Gorakhpur,Debit Card,4,Galaxy S21
895,22,6,2022,Wednesday,OnePlus,2,12253.14,Vivek Bhatnagar,53,Delhi,Cash,5,OnePlus Nord
896,22,6,2022,Wednesday,Apple,2,28960.28,Radha Kulkarni,35,Ranchi,UPI,5,iPhone SE
897,22,6,2022,Wednesday,Apple,9,28846.59,Tapan Deshmukh,23,Delhi,Cash,4,iPhone SE
898,23,6,2022,Thursday,Xiaomi,7,48007.85,Sachin Rao,19,Delhi,UPI,5,Redmi Note 10
899,23,6,2022,Thursday,Vivo,3,16348.02,Gita Teja,20,Delhi,Credit Card,5,Vivo S1
900,23,6,2022,Thursday,Apple,3,47712.64,Priya Patel,25,Delhi,Credit Card,4,iPhone 12
901,23,6,2022,Thursday,Samsung,7,15702.41,Anand Thakur,48,Lucknow,Cash,5,Galaxy S21
902,24,6,2022,Friday,Apple,5,15697.22,Sneha Thakur,36,Patna,Debit Card,2,iPhone 11
903,24,6,2022,Friday,Xiaomi,6,53691,Arun Deshmukh,23,Mumbai,Cash,3,Redmi Note 10
904,24,6,2022,Friday,Xiaomi,8,29448.11,Isha Nair,31,Rajkot,Debit Card,5,Mi 11
905,24,6,2022,Friday,Vivo,9,68645.38,Bina Joshi,20,Gorakhpur,Credit Card,5,Vivo V20
906,25,6,2022,Saturday,Apple,1,12241.18,Arun Dutta,18,Lucknow,Credit Card,3,iPhone 12
907,25,6,2022,Saturday,Samsung,3,36706.4,Aditya Luthra,47,Indore,Credit Card,5,Galaxy Note 20
908,25,6,2022,Saturday,Samsung,7,16788.16,Kiran Rawat,36,Mumbai,Debit Card,3,Galaxy Note 20
909,26,6,2022,Sunday,OnePlus,6,31082.74,Ramesh Chatterjee,36,Delhi,Debit Card,4,OnePlus 8T
910,26,6,2022,Sunday,Samsung,7,69893.35,Meena Mathur,26,Bhopal,Credit Card,5,Galaxy Note 20
911,26,6,2022,Sunday,Vivo,8,63330.55,Krishna Mehta,24,Delhi,Cash,5,Vivo Y51
912,27,6,2022,Monday,Vivo,6,12899.46,Pankaj Desai,54,Coimbatore,Debit Card,2,Vivo Y51
913,27,6,2022,Monday,Samsung,3,43795.35,Navin Joshi,58,Hyderabad,UPI,2,Galaxy Note 20
914,27,6,2022,Monday,Samsung,2,48869.34,Ravi Teja,24,Lucknow,Credit Card,3,Galaxy S21
915,27,6,2022,Monday,OnePlus,7,22572.08,Neeta Mishra,26,Hyderabad,Debit Card,4,OnePlus 9
916,28,6,2022,Tuesday,Samsung,1,18706.33,Vijay Siddiqui,21,Jodhpur,Credit Card,3,Galaxy Note 20
917,28,6,2022,Tuesday,OnePlus,3,64262.87,Sumit Malhotra,42,Mumbai,UPI,5,OnePlus Nord
918,28,6,2022,Tuesday,OnePlus,4,68128.99,Vivek Alva,29,Bangalore,Cash,5,OnePlus 8T
919,29,6,2022,Wednesday,Samsung,1,69513.57,Pooja Deshmukh,23,Delhi,UPI,3,Galaxy A51
920,29,6,2022,Wednesday,Xiaomi,5,57385.71,Arun Gupta,35,Madurai,Cash,3,Redmi Note 10
921,29,6,2022,Wednesday,Xiaomi,3,49810.12,Sachin Sheth,57,Indore,Cash,5,Redmi Note 10
922,30,6,2022,Thursday,OnePlus,2,30743.82,Manoj Jain,38,Delhi,Debit Card,5,OnePlus Nord
923,30,6,2022,Thursday,Samsung,3,20283.9,Meena Roy,32,Lucknow,Cash,2,Galaxy S21
924,30,6,2022,Thursday,Xiaomi,8,14738.84,Vinod Arora,20,Delhi,Cash,2,Mi 11
925,1,7,2022,Friday,Samsung,6,51597.85,Vinod Verma,19,Kolkata,Cash,5,Galaxy A51
926,1,7,2022,Friday,Samsung,7,57083.4,Sunita Nair,58,Mumbai,Credit Card,3,Galaxy A51
927,1,7,2022,Friday,Samsung,6,59587.22,Bina Nair,57,Bangalore,Debit Card,5,Galaxy S21
928,1,7,2022,Friday,Apple,6,64825.9,Pankaj Prasad,21,Chennai,Debit Card,3,iPhone SE
929,2,7,2022,Saturday,Samsung,3,62795.77,Jyoti Varma,49,Delhi,Cash,5,Galaxy A51
930,2,7,2022,Saturday,Apple,8,69984.48,Kunal Yadav,19,Mumbai,Credit Card,5,iPhone SE
931,2,7,2022,Saturday,OnePlus,7,24643.84,Pankaj Prasad,46,Ranchi,Cash,5,OnePlus 9
932,2,7,2022,Saturday,Xiaomi,7,55798.46,Neeta Nair,19,Ranchi,Debit Card,2,Redmi 9
933,3,7,2022,Sunday,Xiaomi,6,45187.57,Navin Patel,51,Mumbai,Debit Card,5,Redmi 9
934,3,7,2022,Sunday,Xiaomi,5,25674.71,Sumit Malhotra,44,Mumbai,Debit Card,4,Mi 11
935,3,7,2022,Sunday,Xiaomi,8,68914.32,Navin Kapoor,56,Delhi,Debit Card,5,Mi 11
936,3,7,2022,Sunday,Xiaomi,5,63873.89,Namita Teja,55,Chennai,Credit Card,5,Redmi 9
937,4,7,2022,Monday,Xiaomi,9,17710.94,Monika Chatterjee,35,Ludhiana,UPI,4,Redmi Note 10
938,4,7,2022,Monday,Xiaomi,9,11569.5,Monika Mehta,53,Gorakhpur,UPI,4,Redmi 9
939,4,7,2022,Monday,OnePlus,1,51299.85,Ayesha Kaur,36,Ranchi,Credit Card,5,OnePlus 9
940,5,7,2022,Tuesday,Samsung,6,46247.84,Vijay Malhotra,44,Delhi,Cash,3,Galaxy Note 20
941,5,7,2022,Tuesday,Vivo,7,66148.94,Sachin Shah,37,Lucknow,Debit Card,4,Vivo Y51
942,5,7,2022,Tuesday,Apple,3,24040.32,Ayesha Ahuja,38,Delhi,Debit Card,5,iPhone SE
943,6,7,2022,Wednesday,Vivo,7,15063.28,Ravi Reddy,40,Delhi,Debit Card,4,Vivo V20
944,6,7,2022,Wednesday,Vivo,7,25552.92,Pankaj Kapoor,47,Delhi,Credit Card,5,Vivo V20
945,6,7,2022,Wednesday,Samsung,2,11135.66,Lalita Kaur,42,Rajkot,Credit Card,5,Galaxy S21
946,6,7,2022,Wednesday,Samsung,7,12153.57,Pankaj Alva,48,Bangalore,Debit Card,5,Galaxy A51
947,7,7,2022,Thursday,Samsung,1,64891.47,Ayesha Bhattacharya,44,Rajkot,Debit Card,5,Galaxy S21
948,7,7,2022,Thursday,Xiaomi,5,31120.99,Harish Kumar,51,Lucknow,Cash,5,Mi 11
949,7,7,2022,Thursday,OnePlus,9,34648.54,Yogesh Desai,25,Delhi,UPI,3,OnePlus 9
950,7,7,2022,Thursday,Xiaomi,7,11102.3,Shruti Dutta,36,Mumbai,Credit Card,5,Redmi Note 10
951,8,7,2022,Friday,OnePlus,7,26231.31,Neeta Malhotra,58,Delhi,UPI,5,OnePlus Nord
952,8,7,2022,Friday,OnePlus,2,58283.56,Tanuja Solanki,43,Ranchi,Debit Card,5,OnePlus Nord
953,8,7,2022,Friday,Vivo,8,46929.46,Namita Kumar,45,Delhi,UPI,4,Vivo S1
954,8,7,2022,Friday,Vivo,3,55226.84,Sumit Chatterjee,21,Vadodara,UPI,5,Vivo S1
955,9,7,2022,Saturday,OnePlus,8,36832.82,Ravi Jain,48,Mumbai,Credit Card,3,OnePlus Nord
956,9,7,2022,Saturday,OnePlus,3,28583.75,Rohan Pathak,33,Madurai,Credit Card,2,OnePlus 9
957,9,7,2022,Saturday,Xiaomi,7,38968.61,Rohan Rathod,27,Patna,Cash,4,Redmi Note 10
958,9,7,2022,Saturday,Xiaomi,2,29384.26,Namita Goyal,55,Vadodara,Debit Card,3,Redmi 9
959,10,7,2022,Sunday,Vivo,4,60338.27,Tanuja Bhatnagar,27,Lucknow,Cash,5,Vivo S1
960,10,7,2022,Sunday,Samsung,6,27860.42,Rajesh Kapoor,26,Mumbai,Credit Card,3,Galaxy S21
961,10,7,2022,Sunday,OnePlus,9,49585.82,Lalita Desai,56,Chennai,Cash,2,OnePlus Nord
962,11,7,2022,Monday,Xiaomi,5,18218.93,Ramesh Verma,53,Patna,UPI,3,Mi 11
963,11,7,2022,Monday,Vivo,9,51211.99,Sanjay Roy,53,Gorakhpur,UPI,2,Vivo V20
964,11,7,2022,Monday,Xiaomi,5,64797.98,Krishna Mehta,36,Ranchi,Credit Card,2,Mi 11
965,11,7,2022,Monday,OnePlus,8,46514.99,Vinod Chatterjee,36,Madurai,UPI,2,OnePlus 9
966,12,7,2022,Tuesday,OnePlus,1,43591.32,Kiran Jain,29,Rajkot,Debit Card,3,OnePlus 9
967,12,7,2022,Tuesday,Apple,7,67667.1,Anita Sharma,30,Madurai,Credit Card,5,iPhone 12
968,12,7,2022,Tuesday,Samsung,4,47643.79,Radha Ghosh,42,Mumbai,Debit Card,5,Galaxy S21
969,13,7,2022,Wednesday,Apple,5,25573.03,Namita Kumar,53,Ranchi,Credit Card,5,iPhone 12
970,13,7,2022,Wednesday,Vivo,6,27543.46,Navin Pathak,42,Delhi,Credit Card,3,Vivo V20
971,13,7,2022,Wednesday,Xiaomi,5,52318.4,Ramesh Yadav,45,Mumbai,UPI,5,Redmi Note 10
972,13,7,2022,Wednesday,Vivo,1,54126.2,Devendra Thakur,59,Ludhiana,Credit Card,5,Vivo S1
973,14,7,2022,Thursday,OnePlus,9,28209.77,Bhavana Sheth,56,Delhi,Credit Card,2,OnePlus Nord
974,14,7,2022,Thursday,Apple,2,30720.64,Yogesh Reddy,47,Hyderabad,Cash,3,iPhone SE
975,14,7,2022,Thursday,Apple,9,69463.39,Kavita Iyer,22,Delhi,UPI,3,iPhone 11
976,15,7,2022,Friday,Apple,2,16117.15,Sunil Rawat,34,Patna,Debit Card,4,iPhone 12
977,15,7,2022,Friday,Vivo,9,34278.7,Arun Rawat,35,Patna,Credit Card,4,Vivo S1
978,15,7,2022,Friday,OnePlus,6,13746.85,Tanuja Ahuja,38,Gorakhpur,Debit Card,4,OnePlus Nord
979,15,7,2022,Friday,Xiaomi,9,59264.7,Anand Mehta,39,Kanpur,Cash,5,Redmi 9
980,16,7,2022,Saturday,Xiaomi,6,15540.75,Bhavana Mishra,56,Vadodara,Credit Card,3,Redmi Note 10
981,16,7,2022,Saturday,Vivo,6,50440.44,Harish Pillai,23,Delhi,Debit Card,4,Vivo V20
982,16,7,2022,Saturday,Apple,2,13389.01,Radha Sheth,33,Vadodara,UPI,3,iPhone 11
983,16,7,2022,Saturday,Samsung,8,50371.3,Rajesh Arora,19,Mumbai,Cash,5,Galaxy Note 20
984,17,7,2022,Sunday,Vivo,3,60582.22,Meena Kumar,18,Mumbai,Cash,4,Vivo V20
985,17,7,2022,Sunday,Vivo,7,33929.29,Vivek Teja,47,Delhi,Debit Card,3,Vivo Y51
986,17,7,2022,Sunday,OnePlus,5,41327.59,Devendra Yadav,54,Lucknow,Credit Card,5,OnePlus Nord
987,17,7,2022,Sunday,Xiaomi,3,34092.5,Bhavana Rathod,40,Delhi,Credit Card,5,Mi 11
988,18,7,2022,Monday,Vivo,1,28029.33,Lata Goyal,18,Rajkot,UPI,5,Vivo S1
989,18,7,2022,Monday,Vivo,8,58195.8,Isha Luthra,36,Indore,UPI,4,Vivo Y51
990,18,7,2022,Monday,Apple,3,26320.15,Neeta Pillai,20,Jodhpur,Credit Card,5,iPhone SE
991,18,7,2022,Monday,Apple,2,53376.61,Lalita Sheth,19,Chennai,Cash,5,iPhone 11
992,19,7,2022,Tuesday,Samsung,1,22371.82,Prashant Verma,54,Delhi,UPI,5,Galaxy Note 20
993,19,7,2022,Tuesday,OnePlus,4,24991.23,Prashant Sharma,34,Mumbai,UPI,3,OnePlus 9
994,19,7,2022,Tuesday,Samsung,8,30187.67,Nikhil Arora,45,Mumbai,Cash,5,Galaxy S21
995,20,7,2022,Wednesday,Apple,3,45349.38,Prashant Arora,35,Jodhpur,Credit Card,4,iPhone SE
996,20,7,2022,Wednesday,Xiaomi,1,37265.34,Kiran Pathak,50,Mumbai,Debit Card,3,Redmi Note 10
997,20,7,2022,Wednesday,Apple,4,54708.69,Ravi Jain,32,Rajkot,UPI,3,iPhone SE
998,20,7,2022,Wednesday,OnePlus,9,22814.04,Yogesh Luthra,39,Mumbai,Cash,5,OnePlus 9
999,21,7,2022,Thursday,Apple,1,10640.34,Arun Iyer,58,Patna,UPI,3,iPhone 12
1000,21,7,2022,Thursday,OnePlus,2,56593.45,Anand Kapoor,44,Mumbai,Cash,3,OnePlus Nord
1001,21,7,2022,Thursday,OnePlus,9,59298.96,Lata Alva,54,Indore,UPI,5,OnePlus 8T
1002,22,7,2022,Friday,OnePlus,2,13568.81,Arun Siddiqui,49,Mumbai,Credit Card,4,OnePlus Nord
1003,22,7,2022,Friday,OnePlus,3,46654.45,Bhavana Mehta,36,Bangalore,Cash,5,OnePlus Nord
1004,22,7,2022,Friday,OnePlus,7,32692.41,Krishna Patel,45,Delhi,Debit Card,5,OnePlus Nord
1005,23,7,2022,Saturday,Xiaomi,3,57633.74,Ramesh Shah,45,Vadodara,Debit Card,5,Redmi Note 10
1006,23,7,2022,Saturday,Samsung,9,62464.87,Yogesh Malhotra,27,Hyderabad,UPI,5,Galaxy S21
1007,23,7,2022,Saturday,Vivo,6,61060.23,Priyanka Dutta,37,Jodhpur,Debit Card,5,Vivo V20
1008,24,7,2022,Sunday,Samsung,3,56632.25,Manoj Dutta,42,Ranchi,UPI,5,Galaxy A51
1009,24,7,2022,Sunday,OnePlus,9,26143.13,Vijay Rawat,38,Bhopal,Cash,5,OnePlus 8T
1010,24,7,2022,Sunday,Xiaomi,1,58713.38,Umesh Menon,31,Delhi,Cash,4,Mi 11
1011,25,7,2022,Monday,Apple,3,42008.71,Vinod Prasad,39,Bhopal,Debit Card,5,iPhone SE
1012,25,7,2022,Monday,Xiaomi,1,13165.4,Harish Prasad,43,Kanpur,Debit Card,5,Redmi 9
1013,25,7,2022,Monday,OnePlus,2,37416.33,Bina Siddiqui,28,Delhi,Credit Card,5,OnePlus 8T
1014,25,7,2022,Monday,Xiaomi,8,66529.48,Prashant Chatterjee,24,Ranchi,Cash,5,Redmi Note 10
1015,26,7,2022,Tuesday,Xiaomi,7,63271.56,Amit Rathod,34,Bangalore,Debit Card,5,Redmi 9
1016,26,7,2022,Tuesday,OnePlus,2,16135.86,Arun Shah,35,Mumbai,Debit Card,5,OnePlus 8T
1017,26,7,2022,Tuesday,Xiaomi,2,54647.6,Umesh Kulkarni,24,Rajkot,Debit Card,3,Mi 11
1018,27,7,2022,Wednesday,Vivo,9,58347.57,Bhavana Prasad,37,Lucknow,UPI,3,Vivo Y51
1019,27,7,2022,Wednesday,Vivo,6,26283.29,Nikhil Rathod,55,Ludhiana,Credit Card,3,Vivo V20
1020,27,7,2022,Wednesday,Xiaomi,5,38296.51,Anjali Srivastava,28,Mumbai,Cash,3,Mi 11
1021,28,7,2022,Thursday,Apple,6,52659.28,Anita Kulkarni,33,Ranchi,Debit Card,5,iPhone 11
1022,28,7,2022,Thursday,OnePlus,9,36342.49,Sumit Rathod,44,Gorakhpur,Debit Card,3,OnePlus 8T
1023,28,7,2022,Thursday,Vivo,7,16767.82,Monika Rawat,28,Delhi,Debit Card,5,Vivo S1
1024,29,7,2022,Friday,Apple,9,52352.95,Sumit Ghosh,33,Lucknow,UPI,4,iPhone SE
1025,29,7,2022,Friday,Xiaomi,4,64698.32,Anita Menon,40,Lucknow,Cash,3,Redmi 9
1026,29,7,2022,Friday,Apple,2,49149.08,Bhavana Yadav,29,Mumbai,Debit Card,5,iPhone 11
1027,29,7,2022,Friday,Samsung,8,56428.04,Umesh Kaur,57,Delhi,Debit Card,4,Galaxy Note 20
1028,30,7,2022,Saturday,Vivo,4,31501.75,Krishna Iyer,20,Patna,UPI,5,Vivo V20
1029,30,7,2022,Saturday,Xiaomi,9,20991.89,Lalita Rao,19,Kanpur,UPI,4,Mi 11
1030,30,7,2022,Saturday,OnePlus,4,48566.42,Kavita Kumar,55,Delhi,Credit Card,4,OnePlus 9
1031,30,7,2022,Saturday,Xiaomi,8,29666.27,Neeta Singh,41,Rajkot,Credit Card,5,Mi 11
1032,31,7,2022,Sunday,OnePlus,9,61604.41,Namita Siddiqui,46,Lucknow,Cash,3,OnePlus 9
1033,31,7,2022,Sunday,Xiaomi,9,17357.68,Anand Bhattacharya,51,Kanpur,Credit Card,5,Redmi 9
1034,31,7,2022,Sunday,Apple,4,36007.82,Kavita Bhatnagar,37,Delhi,Cash,5,iPhone 11
1035,31,7,2022,Sunday,Apple,1,33803.66,Arun Prasad,35,Patna,Credit Card,5,iPhone 12
1036,1,8,2022,Monday,Apple,3,66283.23,Kiran Rathod,31,Delhi,Debit Card,5,iPhone SE
1037,1,8,2022,Monday,Samsung,9,19188.09,Bina Teja,35,Jodhpur,Credit Card,5,Galaxy A51
1038,1,8,2022,Monday,OnePlus,4,10590.81,Devendra Mathur,19,Kolkata,Debit Card,4,OnePlus 8T
1039,1,8,2022,Monday,Apple,5,24285.11,Lalita Alva,18,Ranchi,Cash,3,iPhone 12
1040,2,8,2022,Tuesday,Samsung,7,59216.61,Tanuja Reddy,37,Delhi,Credit Card,3,Galaxy S21
1041,2,8,2022,Tuesday,OnePlus,5,22559.31,Prashant Sharma,51,Delhi,Credit Card,5,OnePlus 9
1042,2,8,2022,Tuesday,Xiaomi,4,24452.68,Rajesh Prasad,58,Mumbai,Credit Card,5,Redmi 9
1043,3,8,2022,Wednesday,Samsung,2,17793.93,Jyoti Rawat,58,Delhi,Debit Card,5,Galaxy S21
1044,3,8,2022,Wednesday,Vivo,2,52926.17,Sachin Varma,28,Bangalore,Debit Card,5,Vivo S1
1045,3,8,2022,Wednesday,Samsung,4,14150.45,Pankaj Mehta,44,Delhi,Credit Card,5,Galaxy S21
1046,4,8,2022,Thursday,Samsung,9,29872.5,Meena Dutta,40,Indore,Cash,5,Galaxy A51
1047,4,8,2022,Thursday,OnePlus,8,26949.92,Monika Nambiar,55,Madurai,Debit Card,5,OnePlus 8T
1048,4,8,2022,Thursday,Xiaomi,3,43309.58,Tapan Rathod,20,Mumbai,UPI,5,Redmi 9
1049,4,8,2022,Thursday,Vivo,9,53824.98,Sunil Kumar,29,Mumbai,Cash,5,Vivo V20
1050,5,8,2022,Friday,Apple,5,41972.59,Namita Siddiqui,47,Chennai,Cash,5,iPhone SE
1051,5,8,2022,Friday,Apple,3,65861.56,Prashant Jain,48,Jodhpur,Cash,5,iPhone 12
1052,5,8,2022,Friday,Samsung,5,67086.56,Kunal Yadav,40,Mumbai,Debit Card,5,Galaxy Note 20
1053,6,8,2022,Saturday,OnePlus,4,31687.92,Umesh Ghosh,18,Rajkot,Credit Card,4,OnePlus Nord
1054,6,8,2022,Saturday,OnePlus,8,56660.82,Lata Mehta,58,Ranchi,Credit Card,5,OnePlus 8T
1055,6,8,2022,Saturday,Apple,5,54328.08,Ravi Arora,37,Mumbai,UPI,5,iPhone SE
1056,7,8,2022,Sunday,Vivo,8,63577.88,Kavita Nair,23,Indore,Credit Card,5,Vivo S1
1057,7,8,2022,Sunday,Xiaomi,9,36876.62,Kavita Teja,28,Chennai,UPI,5,Mi 11
1058,7,8,2022,Sunday,Vivo,4,41828.39,Sunita Sheth,52,Kolkata,UPI,5,Vivo Y51
1059,8,8,2022,Monday,Xiaomi,7,34946.46,Isha Ahuja,21,Patna,Credit Card,3,Redmi 9
1060,8,8,2022,Monday,Apple,2,61022.62,Ravi Teja,46,Delhi,UPI,5,iPhone SE
1061,8,8,2022,Monday,Xiaomi,6,23782.14,Ramesh Srivastava,27,Hyderabad,Cash,5,Redmi 9
1062,8,8,2022,Monday,OnePlus,8,24382.54,Sneha Rao,46,Ludhiana,Cash,3,OnePlus 8T
1063,9,8,2022,Tuesday,Samsung,7,32356.31,Vivek Bhatnagar,55,Patna,Cash,5,Galaxy S21
1064,9,8,2022,Tuesday,Samsung,7,23820.57,Navin Sharma,18,Mumbai,Debit Card,5,Galaxy Note 20
1065,9,8,2022,Tuesday,Apple,8,43660.41,Priya Siddiqui,57,Bangalore,UPI,4,iPhone SE
1066,9,8,2022,Tuesday,OnePlus,7,18069.41,Shruti Kulkarni,25,Madurai,UPI,4,OnePlus Nord
1067,10,8,2022,Wednesday,Vivo,5,29211.17,Nikhil Bhattacharya,55,Patna,Cash,4,Vivo Y51
1068,10,8,2022,Wednesday,OnePlus,7,64806.68,Navin Solanki,34,Mumbai,Debit Card,5,OnePlus Nord
1069,10,8,2022,Wednesday,Samsung,3,34553.53,Reena Bhattacharya,36,Delhi,Credit Card,5,Galaxy A51
1070,11,8,2022,Thursday,Samsung,5,54894.02,Radha Gupta,50,Coimbatore,Cash,3,Galaxy A51
1071,11,8,2022,Thursday,OnePlus,7,16807.73,Monika Bhatnagar,32,Ranchi,Debit Card,5,OnePlus Nord
1072,11,8,2022,Thursday,OnePlus,9,24853.87,Tapan Varma,48,Delhi,Credit Card,5,OnePlus Nord
1073,11,8,2022,Thursday,Samsung,2,58440.74,Ayesha Solanki,38,Mumbai,Debit Card,3,Galaxy S21
1074,12,8,2022,Friday,Vivo,4,55779.58,Lalita Alva,20,Vadodara,Credit Card,3,Vivo Y51
1075,12,8,2022,Friday,Apple,7,33169.36,Vivek Menon,19,Delhi,UPI,5,iPhone 11
1076,12,8,2022,Friday,Apple,1,67263.81,Priyanka Jain,52,Delhi,UPI,5,iPhone 11
1077,12,8,2022,Friday,OnePlus,2,64638.58,Sneha Sharma,58,Ranchi,Debit Card,5,OnePlus 9
1078,13,8,2022,Saturday,Apple,9,67738.04,Mala Pathak,33,Vadodara,Debit Card,5,iPhone 12
1079,13,8,2022,Saturday,Samsung,7,35674.88,Navin Kapoor,38,Delhi,Credit Card,4,Galaxy Note 20
1080,13,8,2022,Saturday,Samsung,7,21848.42,Tapan Ahuja,29,Delhi,Debit Card,5,Galaxy Note 20
1081,13,8,2022,Saturday,OnePlus,6,47599.52,Ramesh Solanki,45,Delhi,Debit Card,3,OnePlus 8T
